Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Description
WP_067479402.1,Nocardia amamiensis NBRC 102102,NZ_BDBA01000253.1,WP_067479410.1,11063,13178,+,PF03176,MMPL family
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726876.1,6915,6015,-,PF00106,short chain dehydrogenase
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726878.1,8405,6932,-,PF00743,Flavin-binding monooxygenase-like
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726819.1,9514,8443,-,PF00111,2Fe-2S iron-sulfur cluster binding domain
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_051046645.1,10386,9510,-,PF10118,Predicted metal-dependent hydrolase
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726824.1,10490,11153,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726827.1,12634,11149,-,PF00743,Flavin-binding monooxygenase-like
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726880.1,13216,14269,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726830.1,14277,15192,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_051046646.1,15188,16868,+,PF00501,AMP-binding enzyme
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726833.1,16864,17146,+,,
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_051046647.1,17142,18189,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726835.1,18215,19415,+,,
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726839.1,19411,21517,+,PF03176,MMPL family
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726841.1,22259,21575,-,,
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726844.1,23666,22268,-,PF00668,Condensation domain
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_043726846.1,30111,23697,-,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_051046646.1,Nocardia asiatica NBRC 100129,NZ_BAFS01000167.1,WP_051046648.1,30374,32573,+,PF03176,MMPL family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_084537894.1,48354,49032,+,PF05175,Methyltransferase small domain
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_084537885.1,50009,49304,-,PF01497,Periplasmic binding protein
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511191.1,51215,50384,-,PF00106,short chain dehydrogenase
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511192.1,52813,51241,-,PF00171,Aldehyde dehydrogenase family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511193.1,52951,53638,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511194.1,55272,53775,-,PF00743,Flavin-binding monooxygenase-like
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511195.1,55824,56874,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511196.1,56884,57799,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511197.1,57795,59475,+,PF00501,AMP-binding enzyme
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511198.1,59471,59762,+,,
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511199.1,59758,60802,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511200.1,60817,62008,+,,
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511201.1,62074,64198,+,PF03176,MMPL family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_084537886.1,64615,65038,+,PF00582,Universal stress protein family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_084537887.1,65038,65533,+,PF00582,Universal stress protein family
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511202.1,65701,66100,+,,
WP_067511197.1,Nocardia puris NBRC 108233,NZ_BDBW01000060.1,WP_067511203.1,66193,66556,+,PF14534,Domain of unknown function (DUF4440)
WP_040735961.1,Nocardia tenerifensis NBRC 101015,NZ_BAGH01000231.1,WP_051186790.1,1763,269,-,PF00743,Flavin-binding monooxygenase-like
WP_040735961.1,Nocardia tenerifensis NBRC 101015,NZ_BAGH01000231.1,WP_040735955.1,2310,3360,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_040735961.1,Nocardia tenerifensis NBRC 101015,NZ_BAGH01000231.1,WP_040735959.1,3368,4271,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_040735961.1,Nocardia tenerifensis NBRC 101015,NZ_BAGH01000231.1,WP_040735961.1,4267,5678,+,PF00501,AMP-binding enzyme
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_083863440.1,20721,18525,-,PF03176,MMPL family
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_040866526.1,20983,27403,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_040866527.1,27431,28829,+,PF00668,Condensation domain
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_014984539.1,28838,29521,+,,
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_083863442.1,31656,29538,-,PF03176,MMPL family
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_040866528.1,32852,31652,-,,
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_051175158.1,33925,32878,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_040866529.1,34203,33921,-,,
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_051175159.1,35879,34199,-,PF00501,AMP-binding enzyme
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_040866530.1,36790,35875,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_051175159.1,Nocardia exalbida NBRC 100660,NZ_BAFZ01000057.1,WP_014986242.1,36798,37353,+,,
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801569.1,64335,62862,-,PF13738,Pyridine nucleotide-disulphide oxidoreductase
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801572.1,65440,64372,-,PF00111,2Fe-2S iron-sulfur cluster binding domain
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801575.1,66312,65436,-,PF10118,Predicted metal-dependent hydrolase
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_084486190.1,66407,67079,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_084486197.1,67835,67133,-,PF12840,Helix-turn-helix domain
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801582.1,67953,68592,+,PF01227,GTP cyclohydrolase I
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_084486198.1,69124,70177,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801585.1,70186,71101,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801588.1,71097,72771,+,PF00501,AMP-binding enzyme
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_084486199.1,72767,73055,+,,
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801593.1,73051,74098,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801596.1,74124,75324,+,,
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801599.1,75320,77435,+,PF03176,MMPL family
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801602.1,78666,77724,-,PF04542,Sigma-70 region 2
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801605.1,79867,78676,-,PF07992,Pyridine nucleotide-disulphide oxidoreductase
WP_067801588.1,Nocardia beijingensis NBRC 16342,NZ_BDBC01000018.1,WP_067801608.1,80884,80200,-,,
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_084499331.1,11453,9257,-,PF03176,MMPL family
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976817.1,11715,18135,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976819.1,18163,19561,+,PF00668,Condensation domain
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976821.1,19570,20254,+,,
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976822.1,22422,20304,-,PF03176,MMPL family
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976824.1,23618,22418,-,,
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976826.1,24691,23644,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976828.1,24969,24687,-,,
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976831.1,26645,24965,-,PF00501,AMP-binding enzyme
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976833.1,27556,26641,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_084499332.1,28716,27564,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976835.1,29759,29096,-,PF00440,"Bacterial regulatory proteins, tetR family"
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976837.1,29862,30738,+,PF10118,Predicted metal-dependent hydrolase
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_084499336.1,30743,31805,+,PF00111,2Fe-2S iron-sulfur cluster binding domain
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_062976841.1,31843,33310,+,PF00743,Flavin-binding monooxygenase-like
WP_062976831.1,Nocardia gamkensis NBRC 108242,NZ_BDBM01000062.1,WP_084499333.1,33186,34230,+,PF00106,short chain dehydrogenase
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_011210855.1,6550926,6551850,+,,
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098699012.1,6552364,6551992,-,PF00355,Rieske [2Fe-2S] domain
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098699013.1,6553090,6552529,-,PF04542,Sigma-70 region 2
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696627.1,6553233,6553638,+,,
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696628.1,6553749,6554901,+,PF01087,"Galactose-1-phosphate uridyl transferase, N-terminal domain"
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098699014.1,6554909,6555995,+,PF10509,Galactokinase galactose-binding signature
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696629.1,6556329,6557379,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696630.1,6557391,6558300,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696631.1,6558296,6559976,+,PF00501,AMP-binding enzyme
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696632.1,6559972,6560245,+,,
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696633.1,6560241,6561279,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696634.1,6561301,6562486,+,,
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696635.1,6562482,6564615,+,PF03176,MMPL family
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098699015.1,6564651,6565053,+,PF03061,Thioesterase superfamily
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098696636.1,6566055,6565143,-,PF00107,Zinc-binding dehydrogenase
WP_098696631.1,Nocardia terpenica,NZ_CP023778.1,WP_098699016.1,6566140,6566773,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476787.1,252183,251976,-,,
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476788.1,252446,255821,+,PF04257,"Exodeoxyribonuclease V, gamma subunit"
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_051406932.1,255908,259304,+,PF00580,UvrD/REP helicase N-terminal domain
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476790.1,259300,261211,+,PF13604,AAA domain
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476791.1,263339,261224,-,PF03176,MMPL family
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476792.1,264535,263335,-,,
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476793.1,265691,264644,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_036527604.1,265972,265687,-,,
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_051406915.1,267645,265968,-,PF00501,AMP-binding enzyme
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476796.1,268556,267641,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476797.1,269614,268564,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_081706186.1,270152,271739,+,PF00743,Flavin-binding monooxygenase-like
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_014374942.1,271885,273209,+,,
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476799.1,273412,274315,+,PF13340,Putative transposase of IS4/5 family (DUF4096)
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476800.1,275060,274376,-,PF00440,"Bacterial regulatory proteins, tetR family"
WP_051406915.1,Nocardia sp. CNY236,NZ_AXVD01000004.1,WP_028476801.1,275248,276079,+,PF00106,short chain dehydrogenase
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350588.1,2605340,2607230,+,PF13604,AAA domain
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350589.1,2607421,2608624,+,PF07992,Pyridine nucleotide-disulphide oxidoreductase
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350590.1,2608623,2609538,+,PF04542,Sigma-70 region 2
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_048833281.1,2610033,2610264,+,,
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350592.1,2612569,2610436,-,PF03176,MMPL family
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350593.1,2613759,2612565,-,,
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350594.1,2614834,2613787,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350595.1,2615103,2614830,-,,
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350596.1,2616791,2615114,-,PF00501,AMP-binding enzyme
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350597.1,2617711,2616787,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350598.1,2618763,2617713,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350599.1,2619806,2619125,-,PF00440,"Bacterial regulatory proteins, tetR family"
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350601.1,2619936,2621505,+,PF00171,Aldehyde dehydrogenase family
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350602.1,2621542,2622370,+,PF00106,short chain dehydrogenase
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350603.1,2623284,2622450,-,PF05175,Methyltransferase small domain
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350604.1,2624226,2623371,-,PF02698,DUF218 domain
WP_014350596.1,Nocardia cyriacigeorgica GUH-2,NC_016887.1,WP_014350605.1,2624450,2625302,+,PF02882,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain"
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578300.1,1253811,1255128,+,PF13560,Helix-turn-helix domain
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067584454.1,1256074,1255459,-,PF00440,"Bacterial regulatory proteins, tetR family"
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578301.1,1256279,1257191,+,PF00107,Zinc-binding dehydrogenase
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067584457.1,1257619,1257217,-,PF03061,Thioesterase superfamily
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578303.1,1259788,1257655,-,PF03176,MMPL family
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578305.1,1260969,1259784,-,,
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578307.1,1262029,1260991,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578309.1,1262298,1262025,-,,
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578311.1,1263974,1262294,-,PF00501,AMP-binding enzyme
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578313.1,1264879,1263970,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578315.1,1265941,1264891,-,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_082871051.1,1267361,1266275,-,PF10509,Galactokinase galactose-binding signature
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_082871050.1,1268494,1267369,-,PF01087,"Galactose-1-phosphate uridyl transferase, N-terminal domain"
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578317.1,1269037,1268632,-,,
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_082871052.1,1269180,1269741,+,PF04542,Sigma-70 region 2
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_082870589.1,1269781,1269937,+,PF00355,Rieske [2Fe-2S] domain
WP_067578311.1,Nocardia terpenica,NZ_KV411303.1,WP_067578319.1,1270049,1272017,+,PF01520,N-acetylmuramoyl-L-alanine amidase
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051864.1,61123,59551,-,PF00171,Aldehyde dehydrogenase family
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051865.1,61273,61957,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_084466940.1,63238,61972,-,PF00106,short chain dehydrogenase
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051867.1,64516,63445,-,PF00111,2Fe-2S iron-sulfur cluster binding domain
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051868.1,65388,64512,-,PF10118,Predicted metal-dependent hydrolase
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051869.1,65491,66154,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_084466932.1,66535,67687,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051870.1,67695,68610,+,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051871.1,68606,70286,+,PF00501,AMP-binding enzyme
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051872.1,70282,70564,+,,
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051873.1,70560,71607,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051874.1,71633,72833,+,,
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051875.1,72829,74944,+,PF03176,MMPL family
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051876.1,75723,75039,-,,
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051877.1,77130,75732,-,PF00668,Condensation domain
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_063051878.1,83578,77158,-,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_063051871.1,Nocardia arthritidis NBRC 100137,NZ_BDBB01000026.1,WP_084466933.1,83841,86040,+,PF03176,MMPL family
WP_039817118.1,Nocardia otitidiscaviarum NBRC 14405,NZ_BAGD01000106.1,WP_039817110.1,203203,202324,-,PF00398,Ribosomal RNA adenine dimethylase
WP_039817118.1,Nocardia otitidiscaviarum NBRC 14405,NZ_BAGD01000106.1,WP_039817232.1,204440,203279,-,PF03583,Secretory lipase
WP_039817118.1,Nocardia otitidiscaviarum NBRC 14405,NZ_BAGD01000106.1,WP_039817111.1,204578,205346,+,PF13561,Enoyl-(Acyl carrier protein) reductase
WP_039817118.1,Nocardia otitidiscaviarum NBRC 14405,NZ_BAGD01000106.1,WP_039817233.1,206633,205505,-,PF06737,Transglycosylase-like domain
WP_039817118.1,Nocardia otitidiscaviarum NBRC 14405,NZ_BAGD01000106.1,WP_039817112.1,207670,206842,-,PF01026,TatD related DNase
