query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445972.1,,fwd,460323,461258,PF02668,TauD  Taurine catabolism dioxygenase TauD  TfdA family,2.40E-58,PF07865,DUF1652  Protein of unknown function (DUF1652),0.11,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166275.1,,fwd,5054,5740,PF10814,CwsA  Cell wall synthesis protein CwsA,0.00019,PF09534,Trp_oprn_chp  Tryptophan-associated transmembrane protein (Trp_oprn_chp),0.96,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166276.1,,rev,5867,6718,PF02882,THF_DHG_CYH_C  Tetrahydrofolate dehydrogenase/cyclohydrolase  NAD(P)-binding domain,6.20E-57,PF00763,THF_DHG_CYH  Tetrahydrofolate dehydrogenase/cyclohydrolase  catalytic domain,2.00E-25,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084655305.1,,fwd,6906,7814,PF02698,DUF218  DUF218 domain,5.10E-23,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166310.1,,fwd,7935,8768,PF05175,MTS  Methyltransferase small domain,8.90E-10,PF13847,Methyltransf_31  Methyltransferase domain,5.30E-08,PF13649,Methyltransf_25  Methyltransferase domain,1.70E-05,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166278.1,,rev,8773,9603,PF00106,adh_short  short chain dehydrogenase,1.40E-45,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,3.20E-33,PF08659,KR  KR domain,7.20E-10,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166279.1,,rev,9634,11205,PF00171,Aldedh  Aldehyde dehydrogenase family,8.50E-137,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166280.1,,fwd,11460,12134,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.70E-09,PF02796,HTH_7  Helix-turn-helix domain of resolvase,2.90E-05,PF13384,HTH_23  Homeodomain-like domain,0.0012,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166281.1,,rev,12177,13670,PF00743,FMO-like  Flavin-binding monooxygenase-like,1.40E-12,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,5.50E-10,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,6.20E-09,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166282.1,,fwd,14231,15280,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.90E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.50E-08,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166283.1,,fwd,15289,16188,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.80E-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0002,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166284.1,,fwd,16185,17864,PF00501,AMP-binding  AMP-binding enzyme,6.10E-64,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166311.1,,fwd,17861,18142,NO PFAM MATCH,,,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166285.1,D,fwd,18106,19185,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,6.70E-42,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.80E-28,PF07993,NAD_binding_4  Male sterility protein,1.50E-21,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166286.1,,fwd,19211,20410,NO PFAM MATCH,,,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166287.1,MMPL,fwd,20407,22521,PF03176,MMPL  MMPL family,7.20E-70,PF00873,ACR_tran  AcrB/AcrD/AcrF family,0.00013,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166288.1,,fwd,22709,22912,NO PFAM MATCH,,,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166312.1,,rev,22942,23976,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,7.20E-22,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,7.40E-08,PF00890,FAD_binding_2  FAD binding domain,7.90E-07,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166289.1,,fwd,24262,25005,PF01909,NTP_transf_2  Nucleotidyltransferase domain,5.50E-07,,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166290.1,,rev,25023,25250,PF13459,Fer4_15  4Fe-4S single cluster domain,4.60E-10,PF13370,Fer4_13  4Fe-4S single cluster domain of Ferredoxin I,9.00E-10,PF06902,Fer4_19  Divergent 4Fe-4S mono-cluster,0.0079,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166291.1,,rev,25243,26460,PF00067,p450  Cytochrome P450,8.50E-33,PF02050,FliJ  Flagellar FliJ protein,0.14,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166292.1,,rev,26568,27164,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.90E-18,PF13022,HTH_Tnp_1_2  Helix-turn-helix of insertion element transposase,0.0075,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479392.1,,fwd,236,919,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.90E-09,PF13384,HTH_23  Homeodomain-like domain,0.00043,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.002,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479412.1,,rev,932,1837,PF00106,adh_short  short chain dehydrogenase,3.20E-44,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,5.50E-36,PF08659,KR  KR domain,1.50E-11,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479394.1,,fwd,2014,2676,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,9.10E-05,,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479396.1,,rev,2793,4286,PF00743,FMO-like  Flavin-binding monooxygenase-like,9.50E-14,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,2.50E-11,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,3.00E-11,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479398.1,,fwd,4871,5920,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.90E-13,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.70E-08,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.004,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479400.1,,fwd,5929,6843,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.60E-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0005,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479402.1,,fwd,6840,8513,PF00501,AMP-binding  AMP-binding enzyme,1.20E-60,,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479404.1,,fwd,8517,8798,NO PFAM MATCH,,,,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479406.1,D,fwd,8795,9841,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.80E-41,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.00E-30,PF07993,NAD_binding_4  Male sterility protein,3.50E-22,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479408.1,,fwd,9868,11067,NO PFAM MATCH,,,,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479410.1,MMPL,fwd,11064,13178,PF03176,MMPL  MMPL family,2.10E-66,PF09679,TraQ  Type-F conjugative transfer system pilin chaperone (TraQ),0.17,PF12326,EOS1  N-glycosylation protein,0.31,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479411.1,,rev,13506,14813,PF13604,AAA_30  AAA domain,3.60E-31,PF13245,AAA_19  AAA domain,5.80E-26,PF13538,UvrD_C_2  UvrD-like helicase C-terminal domain,4.30E-16,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780007.1,,fwd,263076,263843,PF14011,ESX-1_EspG  EspG family,9.10E-19,PF12300,RhlB  ATP-dependent RNA helicase RhlB,0.021,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780010.1,,rev,263973,264617,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.40E-12,,,,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780013.1,,rev,264697,266736,PF02129,Peptidase_S15  X-Pro dipeptidyl-peptidase (S15 family),1.40E-51,PF08530,PepX_C  X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain,1.30E-39,PF00326,Peptidase_S9  Prolyl oligopeptidase family,0.00011,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482468.1,MMPL,fwd,267019,269292,PF03176,MMPL  MMPL family,2.40E-82,,,,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482470.1,,rev,269410,270597,PF00067,p450  Cytochrome P450,1.90E-09,,,,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780016.1,C,rev,270594,272519,PF00733,Asn_synthase  Asparagine synthase,8.80E-73,PF13537,GATase_7  Glutamine amidotransferase domain,2.20E-39,PF13522,GATase_6  Glutamine amidotransferase domain,4.10E-33,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482472.1,,rev,272521,274017,PF03007,WES_acyltransf  Wax ester synthase-like Acyl-CoA acyltransferase domain,7.90E-53,PF06974,DUF1298  Protein of unknown function (DUF1298),6.60E-28,PF00668,Condensation  Condensation domain,0.13,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780022.1,,rev,273911,275287,PF00067,p450  Cytochrome P450,5.60E-86,,,,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482505.1,,fwd,275635,276606,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.30E-09,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.60E-08,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.013,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482474.1,,fwd,276613,277521,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.20E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.00E-05,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482476.1,,fwd,277464,279233,PF00501,AMP-binding  AMP-binding enzyme,3.00E-54,PF08922,DUF1905  Domain of unknown function (DUF1905),0.027,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482478.1,D,fwd,279230,280258,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.30E-41,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,8.70E-30,PF13460,NAD_binding_10  NAD(P)H-binding,6.20E-21,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482480.1,,fwd,280289,281695,PF00067,p450  Cytochrome P450,2.30E-67,,,,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780034.1,,fwd,281692,283173,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,3.90E-15,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,2.00E-14,PF00743,FMO-like  Flavin-binding monooxygenase-like,8.50E-14,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780951.1,,fwd,47892,48575,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,8.80E-11,PF02909,TetR_C  Tetracyclin repressor  C-terminal all-alpha domain,1.60E-08,PF13338,AbiEi_4  Transcriptional regulator  AbiEi antitoxin,0.19,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780954.1,,rev,48604,49545,PF03405,FA_desaturase_2  Fatty acid desaturase,4.40E-76,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780957.1,,fwd,49836,50612,PF09333,ATG_C  Autophagy-related protein C terminal domain,0.89,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780960.1,,fwd,50821,51336,PF01625,PMSR  Peptide methionine sulfoxide reductase,2.10E-57,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780963.1,,fwd,51499,52140,PF13460,NAD_binding_10  NAD(P)H-binding,9.70E-30,PF05368,NmrA  NmrA-like family,6.20E-09,PF01113,DapB_N  Dihydrodipicolinate reductase  N-terminus,3.90E-06,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780966.1,,rev,52378,52767,NO PFAM MATCH,,,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780969.1,,rev,52872,53747,PF00582,Usp  Universal stress protein family,1.30E-49,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780971.1,MMPL,rev,53860,55986,PF03176,MMPL  MMPL family,6.30E-65,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780974.1,,rev,56076,57269,NO PFAM MATCH,,,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780977.1,D,rev,57292,58335,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.50E-43,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6.40E-31,PF13460,NAD_binding_10  NAD(P)H-binding,2.00E-22,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780980.1,,rev,58643,60322,PF00501,AMP-binding  AMP-binding enzyme,5.60E-63,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.0062,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780982.1,,rev,60319,61233,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,4.70E-07,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.70E-07,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780985.1,,rev,61243,62292,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,5.10E-09,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.20E-08,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.027,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780988.1,,fwd,62792,64282,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,2.20E-10,PF00743,FMO-like  Flavin-binding monooxygenase-like,1.10E-09,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,3.50E-09,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780991.1,,rev,64376,65032,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,8.60E-07,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780994.1,,rev,65084,65773,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.60E-09,PF13384,HTH_23  Homeodomain-like domain,0.00097,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.0016,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780997.1,,fwd,65923,67494,PF00171,Aldedh  Aldehyde dehydrogenase family,8.40E-137,,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067781000.1,,fwd,67593,68423,PF00106,adh_short  short chain dehydrogenase,3.00E-47,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,2.80E-33,PF08659,KR  KR domain,1.00E-10,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067781265.1,,rev,68745,69545,PF05175,MTS  Methyltransferase small domain,1.20E-10,PF13847,Methyltransf_31  Methyltransferase domain,1.90E-08,PF13649,Methyltransf_25  Methyltransferase domain,6.90E-07,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067781003.1,,rev,69775,70647,PF02698,DUF218  DUF218 domain,7.30E-24,PF10642,Tom5  Mitochondrial import receptor subunit or translocase,0.23,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067781268.1,,fwd,70878,71729,PF02882,THF_DHG_CYH_C  Tetrahydrofolate dehydrogenase/cyclohydrolase  NAD(P)-binding domain,8.90E-58,PF00763,THF_DHG_CYH  Tetrahydrofolate dehydrogenase/cyclohydrolase  catalytic domain,1.40E-25,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778442.1,,fwd,7850,8029,PF12864,DUF3822  Protein of unknown function (DUF3822),0.12,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778444.1,,fwd,8119,9498,NO PFAM MATCH,,,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778445.1,,fwd,9495,10073,PF01928,CYTH  CYTH domain,7.60E-21,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778447.1,,fwd,10988,11842,PF13560,HTH_31  Helix-turn-helix domain,2.20E-16,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778449.1,,fwd,11916,12695,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,2.00E-63,PF00106,adh_short  short chain dehydrogenase,3.40E-52,PF08659,KR  KR domain,1.30E-14,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778455.1,,rev,12709,13521,PF00378,ECH_1  Enoyl-CoA hydratase/isomerase,9.90E-48,PF16113,ECH_2  Enoyl-CoA hydratase/isomerase,3.20E-30,PF01343,Peptidase_S49  Peptidase family S49,0.12,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778457.1,,rev,13581,14789,PF00441,Acyl-CoA_dh_1  Acyl-CoA dehydrogenase  C-terminal domain,1.50E-37,PF02770,Acyl-CoA_dh_M  Acyl-CoA dehydrogenase  middle domain,7.20E-19,PF08028,Acyl-CoA_dh_2  Acyl-CoA dehydrogenase  C-terminal domain,1.30E-16,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778460.1,,rev,14949,15539,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,0.023,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778463.1,,rev,15709,16908,PF00108,Thiolase_N  Thiolase  N-terminal domain,1.30E-62,PF02803,Thiolase_C  Thiolase  C-terminal domain,1.10E-40,PF00109,ketoacyl-synt  Beta-ketoacyl synthase  N-terminal domain,0.0038,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778465.1,,rev,17039,18010,PF02126,PTE  Phosphotriesterase family,3.00E-80,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778467.1,,rev,18007,19536,PF00501,AMP-binding  AMP-binding enzyme,1.20E-105,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,2.70E-22,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778470.1,,rev,19576,20718,PF00441,Acyl-CoA_dh_1  Acyl-CoA dehydrogenase  C-terminal domain,7.90E-27,PF02771,Acyl-CoA_dh_N  Acyl-CoA dehydrogenase  N-terminal domain,2.00E-10,PF08028,Acyl-CoA_dh_2  Acyl-CoA dehydrogenase  C-terminal domain,1.00E-08,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778473.1,,rev,20715,21935,PF02770,Acyl-CoA_dh_M  Acyl-CoA dehydrogenase  middle domain,1.20E-20,PF00441,Acyl-CoA_dh_1  Acyl-CoA dehydrogenase  C-terminal domain,5.70E-17,PF02771,Acyl-CoA_dh_N  Acyl-CoA dehydrogenase  N-terminal domain,2.50E-10,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778476.1,,rev,21976,22737,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.50E-60,PF00106,adh_short  short chain dehydrogenase,3.00E-50,PF08659,KR  KR domain,1.10E-18,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778478.1,,rev,22815,23540,PF13419,HAD_2  Haloacid dehalogenase-like hydrolase,6.20E-12,PF13242,Hydrolase_like  HAD-hyrolase-like,3.80E-06,PF00702,Hydrolase  haloacid dehalogenase-like hydrolase,9.90E-06,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778481.1,,rev,23577,24116,PF16020,Deltameth_res  Deltamethrin resistance,0.18,PF07941,K_channel_TID  Potassium channel Kv1.4 tandem inactivation domain,0.19,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778484.1,,rev,24398,25231,PF00106,adh_short  short chain dehydrogenase,8.00E-41,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.70E-32,PF08659,KR  KR domain,8.70E-12,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778489.1,,fwd,26192,26719,PF00188,CAP  Cysteine-rich secretory protein family,5.70E-18,,,,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778973.1,,fwd,26853,27824,PF13602,ADH_zinc_N_2  Zinc-binding dehydrogenase,9.90E-27,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,5.40E-15,PF08240,ADH_N  Alcohol dehydrogenase GroES-like domain,1.30E-09,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778493.1,,fwd,28409,29650,PF09995,DUF2236  Uncharacterized protein conserved in bacteria (DUF2236),7.00E-22,PF10518,TAT_signal  TAT (twin-arginine translocation) pathway signal sequence,0.0014,,,,,,,
WP_067778467.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067778495.1,,fwd,29673,30077,PF01152,Bac_globin  Bacterial-like globin,3.00E-29,PF03377,TAL_effector  TAL effector repeat,0.0027,PF11563,Protoglobin  Protoglobin,0.0092,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991864.1,,rev,55121,55996,PF03180,Lipoprotein_9  NLPA lipoprotein,2.70E-67,,,,,,,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084484512.1,,fwd,56128,56994,PF03180,Lipoprotein_9  NLPA lipoprotein,1.30E-59,,,,,,,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991866.1,,rev,57004,58053,PF14226,DIOX_N  non-haem dioxygenase in morphine synthesis N-terminal,2.40E-21,PF03171,2OG-FeII_Oxy  2OG-Fe(II) oxygenase superfamily,2.30E-17,,,,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991868.1,,fwd,58267,58899,NO PFAM MATCH,,,,,,,,,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991870.1,,rev,58885,59700,PF13560,HTH_31  Helix-turn-helix domain,1.50E-13,PF01381,HTH_3  Helix-turn-helix,6.70E-11,PF12844,HTH_19  Helix-turn-helix domain,0.00012,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084484513.1,,fwd,59704,60129,PF12680,SnoaL_2  SnoaL-like domain,1.40E-13,PF07366,SnoaL  SnoaL-like polyketide cyclase,1.30E-08,PF14534,DUF4440  Domain of unknown function (DUF4440),0.00013,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991875.1,,rev,60246,61190,PF02735,Ku  Ku70/Ku80 beta-barrel domain,3.80E-38,,,,,,,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991877.1,,rev,61190,62293,PF05834,Lycopene_cycl  Lycopene cyclase protein,3.10E-49,PF02254,TrkA_N  TrkA-N domain,0.0031,PF02826,2-Hacid_dh_C  D-isomer specific 2-hydroxyacid dehydrogenase  NAD binding domain,0.0085,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084484514.1,,fwd,62563,63789,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,4.30E-09,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.90E-09,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.0028,,,,
WP_084484515.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062991881.1,,fwd,63791,64699,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.00013,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00021,PF16525,MHB  Haemophore  haem-binding,0.093,,,,
