query,genus_species,nucleotide_acc,protein_acc,start,end,dir,pfam_id1,description,e_value1,pfam_id2,description_1,e_value2,pfam_id3,description_2,e_value3,x17,x18,x19,x20,x21,x22
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_027760264.1,60587,59282,-,PF00067,Cytochrome P450,1.9e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_027760265.1,62092,60583,-,PF00501,AMP-binding enzyme,1.1e-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_027760266.1,62823,62091,-,PF00535,Glycosyl transferase family 2,1e-21,PF13641,Glycosyltransferase like family 2,8.3e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_019356923.1,63932,62894,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.2e-17,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.9e-15,PF00108,"Thiolase, N-terminal domain",3e-5,PF08392,FAE1/Type III polyketide synthase-like protein,9.8e-5,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_019356924.1,65199,64002,-,PF01979,Amidohydrolase family,1.2e-21,PF07969,Amidohydrolase family,1.5e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_019356925.1,66872,65276,-,PF01979,Amidohydrolase family,1.4e-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_051271423.1,68131,66868,-,PF01546,Peptidase family M20/M25/M40,3.3e-26,PF04389,Peptidase family M28,6.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_019356927.1,69861,68190,-,PF01175,Urocanase,9.1e-247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_027760268.1,70186,70900,+,PF01965,DJ-1/PfpI family,1.9e-14,PF17124,ThiJ/PfpI family-like,1.1e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_027760269.1,71430,71001,-,PF01243,Pyridoxamine 5'-phosphate oxidase,2e-9,PF16242,Pyridoxamine 5'-phosphate oxidase like,9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_019356923.1,Streptomyces sp. CNT318,NZ_AUKN01000008.1,WP_037785628.1,71578,72592,+,PF12852,Cupin,7.6e-47,PF12833,Helix-turn-helix domain,1.2e-20,PF00165,"Bacterial regulatory helix-turn-helix proteins, AraC family",3.4e-8,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_079136885.1,297,1677,+,PF00743,Flavin-binding monooxygenase-like,1e-59,PF13738,Pyridine nucleotide-disulphide oxidoreductase,3.9e-25,PF13434,L-lysine 6-monooxygenase (NADPH-requiring),1.5e-14,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068426.1,1673,2552,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068427.1,2548,3082,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_079136886.1,3051,4539,+,PF13522,Glutamine amidotransferase domain,1.3e-11,PF13537,Glutamine amidotransferase domain,1.5e-9,PF00156,Phosphoribosyl transferase domain,1.3e-8,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068429.1,4552,6358,+,PF00501,AMP-binding enzyme,2.2e-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068430.1,6354,6630,+,PF00550,Phosphopantetheine attachment site,1.4e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068431.1,6634,6946,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068432.1,7727,8900,+,PF00067,Cytochrome P450,8.4e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068433.1,8915,9926,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.8e-24,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.3e-14,PF00108,"Thiolase, N-terminal domain",3.9e-9,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068434.1,9922,10666,+,PF00535,Glycosyl transferase family 2,1.3e-21,PF13641,Glycosyltransferase like family 2,4e-16,PF10111,Glycosyltransferase like family 2,2e-6,PF13704,Glycosyl transferase family 2,6e-5,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_079136887.1,12008,13547,+,PF00501,AMP-binding enzyme,1.3e-43,PF13193,AMP-binding enzyme C-terminal domain,5.6e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068436.1,13543,14431,+,PF01370,NAD dependent epimerase/dehydratase family,2.5e-26,PF04321,RmlD substrate binding domain,2.4e-14,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,4.3e-14,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068437.1,14466,15534,+,PF02769,"AIR synthase related protein, C-terminal domain",4.2e-31,PF00586,"AIR synthase related protein, N-terminal domain",6.5e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068438.1,16693,15787,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068439.1,16723,17815,+,PF01546,Peptidase family M20/M25/M40,2.7e-21,PF07687,Peptidase dimerisation domain,2.5e-15,PF04389,Peptidase family M28,2.9e-10,NA,NA,NA,NA,NA,NA
WP_064068433.1,Streptomyces albulus,NZ_LWBU01000090.1,WP_064068440.1,17892,18663,+,PF03641,Possible lysine decarboxylase,9e-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165491.1,167693,168401,+,PF02909,"Tetracyclin repressor, C-terminal all-alpha domain",6e-11,PF00440,"Bacterial regulatory proteins, tetR family",7.2e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165493.1,168482,169523,+,PF00092,von Willebrand factor type A domain,5.5e-5,PF13519,von Willebrand factor type A domain,4.7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165495.1,169691,171806,+,PF13245,AAA domain,2.3e-10,PF13538,UvrD-like helicase C-terminal domain,6.1e-8,PF00580,UvrD/REP helicase N-terminal domain,4.3e-7,PF13604,AAA domain,1.6e-6,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165497.1,171918,172347,+,PF06983,3-demethylubiquinone-9 3-methyltransferase,4.8e-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165499.1,172451,172880,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165503.1,174478,174085,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165505.1,174604,175015,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_063765766.1,175978,176287,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_078963694.1,176377,177466,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,6.7e-18,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.4e-16,PF00108,"Thiolase, N-terminal domain",7.2e-7,PF08392,FAE1/Type III polyketide synthase-like protein,2.7e-4,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_037685571.1,177471,178203,+,PF00535,Glycosyl transferase family 2,3.4e-22,PF13641,Glycosyltransferase like family 2,3.6e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_037685536.1,178202,179684,+,PF00501,AMP-binding enzyme,2.2e-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165515.1,179680,180442,+,PF00535,Glycosyl transferase family 2,8.7e-23,PF13641,Glycosyltransferase like family 2,2.9e-14,PF10111,Glycosyltransferase like family 2,2.3e-4,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_037685537.1,180438,181578,+,PF00067,Cytochrome P450,3.7e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165518.1,181574,182513,+,PF01370,NAD dependent epimerase/dehydratase family,4.2e-23,PF04321,RmlD substrate binding domain,3.3e-14,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,2.7e-11,PF07993,Male sterility protein,2.5e-7,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165520.1,183995,183485,-,PF04978,Protein of unknown function (DUF664),5.7e-42,PF12867,DinB superfamily,3.8e-8,PF05163,DinB family,1.9e-6,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_031165522.1,184085,184802,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_078963694.1,Streptomyces durhamensis,NZ_JNXR01000010.1,WP_051926812.1,184948,187753,+,PF07228,Stage II sporulation protein E (SpoIIE),2.2e-52,PF17203,Single cache domain 3,4.6e-20,PF01590,GAF domain,1.1e-11,PF13492,GAF domain,4e-10,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110199.1,7029697,7030132,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110200.1,7030904,7030646,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110201.1,7032861,7031790,-,PF01068,ATP dependent DNA ligase domain,1.9e-40,PF04679,ATP dependent DNA ligase C terminal region,8.2e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110202.1,7032915,7033929,+,PF01896,DNA primase small subunit,4.3e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110203.1,7035317,7034363,-,PF01370,NAD dependent epimerase/dehydratase family,7.9e-23,PF04321,RmlD substrate binding domain,2.8e-14,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,8.2e-11,PF07993,Male sterility protein,1e-7,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100111515.1,7036384,7035313,-,PF00067,Cytochrome P450,3e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110204.1,7038093,7036608,-,PF00501,AMP-binding enzyme,1.8e-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110205.1,7038948,7038192,-,PF00535,Glycosyl transferase family 2,2.7e-21,PF13641,Glycosyltransferase like family 2,5.1e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110206.1,7039967,7038944,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1e-15,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,5.2e-15,PF00108,"Thiolase, N-terminal domain",5.9e-6,PF07451,Stage V sporulation protein AD (SpoVAD),9e-4,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100111516.1,7042287,7040118,-,PF06439,Domain of Unknown Function (DUF1080),4.5e-31,PF13290,Chitobiase/beta-hexosaminidase C-terminal domain,5.7e-9,PF02494,HYR domain,1.5e-7,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110207.1,7044839,7042340,-,PF06283,Trehalose utilisation,5.9e-69,PF07995,Glucose / Sorbosone dehydrogenase,2.2e-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110208.1,7045036,7046050,+,PF07731,Multicopper oxidase,5.7e-19,PF07732,Multicopper oxidase,3.2e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110209.1,7046177,7047029,+,PF13560,Helix-turn-helix domain,4.8e-12,PF01381,Helix-turn-helix,1.7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110210.1,7047025,7047211,+,PF04149,Domain of unknown function (DUF397),4.4e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110211.1,7048150,7047277,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100110212.1,7048415,7049213,+,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,4.7e-14,PF13669,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,4.2e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_100110206.1,Streptomyces peucetius subsp. caesius ATCC 27952,NZ_CP022438.1,WP_100111517.1,7049341,7049581,+,PF02467,Transcription factor WhiB,3.3e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_079086524.1,213907,213256,-,PF00440,"Bacterial regulatory proteins, tetR family",3.4e-11,PF16859,Bacterial transcriptional repressor C-terminal,3.2e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849087.1,213994,214900,+,PF12146,"Serine aminopeptidase, S33",5e-7,PF12740,Chlorophyllase enzyme,1.4e-6,PF03403,"Platelet-activating factor acetylhydrolase, isoform II",1.6e-6,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849088.1,215882,214976,-,PF00561,alpha/beta hydrolase fold,3.7e-27,PF12697,Alpha/beta hydrolase family,9.9e-13,PF12146,"Serine aminopeptidase, S33",4.4e-10,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849089.1,216962,216044,-,PF01370,NAD dependent epimerase/dehydratase family,7.7e-22,PF04321,RmlD substrate binding domain,1.5e-13,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,2.4e-12,PF07993,Male sterility protein,1.4e-7,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_063803604.1,218101,216958,-,PF00067,Cytochrome P450,4e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_063803605.1,218874,218097,-,PF00535,Glycosyl transferase family 2,2.1e-23,PF13641,Glycosyltransferase like family 2,4.2e-14,PF10111,Glycosyltransferase like family 2,5.3e-6,PF13704,Glycosyl transferase family 2,6.9e-4,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849091.1,220349,218870,-,PF00501,AMP-binding enzyme,1.1e-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849092.1,221089,220348,-,PF00535,Glycosyl transferase family 2,3.3e-24,PF13641,Glycosyltransferase like family 2,2.6e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849093.1,222117,221085,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.6e-16,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.5e-16,PF00108,"Thiolase, N-terminal domain",7.8e-8,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849094.1,222341,222743,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849095.1,224030,222911,-,PF07676,WD40-like Beta Propeller Repeat,2.4e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849096.1,225306,224040,-,PF07676,WD40-like Beta Propeller Repeat,2.2e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849097.1,225622,226216,+,PF00080,Copper/zinc superoxide dismutase (SODC),9.6e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849098.1,226579,227080,+,PF03018,Dirigent-like protein,2.9e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_079086511.1,228777,227205,-,PF07690,Major Facilitator Superfamily,2.8e-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_058849093.1,Streptomyces silvensis,NZ_LOCL01000036.1,WP_058849099.1,229216,229933,+,PF00230,Major intrinsic protein,2.6e-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_073787798.1,162411,162825,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282471.1,164445,162999,-,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",2.1e-43,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",7.6e-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282473.1,164966,164642,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282475.1,166464,165546,-,PF01370,NAD dependent epimerase/dehydratase family,3.2e-21,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,6.8e-15,PF04321,RmlD substrate binding domain,5.1e-13,PF07993,Male sterility protein,2.5e-8,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282477.1,167924,166457,-,PF00067,Cytochrome P450,1.6e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282479.1,168694,167920,-,PF00535,Glycosyl transferase family 2,2.1e-20,PF13641,Glycosyltransferase like family 2,2.5e-13,PF10111,Glycosyltransferase like family 2,5.2e-4,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282481.1,170166,168690,-,PF00501,AMP-binding enzyme,6.1e-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282483.1,170906,170165,-,PF00535,Glycosyl transferase family 2,9.1e-23,PF13641,Glycosyltransferase like family 2,4.8e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282485.1,171931,170902,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.2e-18,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.4e-15,PF00108,"Thiolase, N-terminal domain",1.9e-5,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282487.1,173256,173712,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282488.1,177487,173797,-,PF13620,Carboxypeptidase regulatory-like domain,6.3e-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282588.1,181204,177685,-,PF00082,Subtilase family,2.7e-36,PF11721,Di-glucose binding within endoplasmic reticulum,2.1e-26,PF13620,Carboxypeptidase regulatory-like domain,5.7e-26,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282589.1,182217,182541,+,PF11239,Protein of unknown function (DUF3040),4.3e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282490.1,182799,184035,+,PF06441,Epoxide hydrolase N terminus,2.4e-28,PF00561,alpha/beta hydrolase fold,3.7e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282492.1,184300,185887,+,PF00296,Luciferase-like monooxygenase,2.1e-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282494.1,185883,187083,+,PF00296,Luciferase-like monooxygenase,1.6e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_099282485.1,Streptomyces sp. AmelKG-E11A,NZ_AQRJ01000057.1,WP_099282496.1,187156,187819,+,PF00486,"Transcriptional regulatory protein, C terminal",3.2e-21,PF00072,Response regulator receiver domain,2.5e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934115.1,4240,4030,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934116.1,4264,4525,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_078847929.1,5408,4547,-,PF12840,Helix-turn-helix domain,3.1e-6,PF01022,"Bacterial regulatory protein, arsR family",1.6e-4,PF13412,Winged helix-turn-helix DNA-binding,2.6e-4,PF13545,Crp-like helix-turn-helix domain,3.5e-4,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_078847930.1,5406,6852,+,PF07690,Major Facilitator Superfamily,2.4e-28,PF05977,Transmembrane secretion effector,8.1e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934118.1,7838,6929,-,PF01370,NAD dependent epimerase/dehydratase family,1.3e-23,PF04321,RmlD substrate binding domain,6.8e-16,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family,3.6e-13,PF07993,Male sterility protein,1.3e-8,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_078847932.1,8974,7834,-,PF00067,Cytochrome P450,5.4e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934120.1,10497,9021,-,PF00501,AMP-binding enzyme,5.5e-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934121.1,11237,10496,-,PF00535,Glycosyl transferase family 2,4.9e-23,PF13641,Glycosyltransferase like family 2,1.2e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_045934122.1,Streptomyces sp. NRRL B-1568,NZ_JZWZ01000082.1,WP_045934122.1,12271,11233,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.9e-17,PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.9e-15,PF00108,"Thiolase, N-terminal domain",9.7e-7,PF07451,Stage V sporulation protein AD (SpoVAD),1.5e-4,NA,NA,NA
